"license","year","name","address","lon","lat","quadrant","subhood","firstYr"
"ABRA001881",2008,"Loeb's Restaurant","832 15TH ST NW",-77.0338062,38.9005747,"NW","Downtown",2008
"ABRA001881",2009,"Loeb's Restaurant","832 15TH ST NW",-77.0338062,38.9005747,"NW","Downtown",2008
"ABRA001881",2010,"Loeb's Restaurant","832 15TH ST NW",-77.0338062,38.9005747,"NW","Downtown",2008
"ABRA005053",2008,"Ivys Place","3520 CONNECTICUT AVE NW",-77.0593022,38.9362135,"NW","Cleveland Park",2008
"ABRA005053",2009,"Ivys Place","3520 CONNECTICUT AVE NW",-77.0593022,38.9362135,"NW","Cleveland Park",2008
"ABRA013080.2",2008,"Mama Ilardo Pizzeria","50 MASSACHUSETTS AVE NE",-77.006203,38.8972903,"NE","Union Station",2008
"ABRA013080.2",2009,"Mama Ilardo Pizzeria","50 MASSACHUSETTS AVE NE",-77.006203,38.8972903,"NE","Union Station",2008
"ABRA013080.2",2010,"Mama Ilardo Pizzeria","50 MASSACHUSETTS AVE NE",-77.006203,38.8972903,"NE","Union Station",2008
"ABRA013742.3",2008,"Wingmaster's","50 MASSACHUSETTS AVE NE",-77.006203,38.8972903,"NE","Union Station",2008
"ABRA013742.3",2009,"Wingmaster's","50 MASSACHUSETTS AVE NE",-77.006203,38.8972903,"NE","Union Station",2008
"ABRA017833",2008,"Pesce","2016 P ST NW",-77.0456101,38.9094792,"NW","Dupont Circle",2008
"ABRA017833",2009,"Pesce","2016 P ST NW",-77.0456101,38.9094792,"NW","Dupont Circle",2008
"ABRA024772",2008,"Frank & Stein","470 L'ENFANT PLZ SW",-77.0248061,38.8841846,"SW","Southwest Federal Center",2008
"ABRA024772",2009,"Frank & Stein","470 L'ENFANT PLZ SW",-77.0248061,38.8841846,"SW","Southwest Federal Center",2008
"ABRA025855",2008,"One Fish Two Fish","2423 PENNSYLVANIA AVE NW",-77.052245,38.9035782,"NW","West End",2008
"ABRA025855",2009,"One Fish Two Fish","2423 PENNSYLVANIA AVE NW",-77.052245,38.9035782,"NW","West End",2008
"ABRA025855",2010,"One Fish Two Fish","2423 PENNSYLVANIA AVE NW",-77.052245,38.9035782,"NW","West End",2008
"ABRA026465",2008,"Banducci's","601 2ND ST NE",-81.3355148,35.7404537,NA,NA,2008
"ABRA026465",2009,"Banducci's","601 2ND ST NE",-81.3355148,35.7404537,NA,NA,2008
"ABRA026694",2008,"Bread & Chocolate","666 PENNSYLVANIA AVE SE",-76.996395,38.885145,"SE","Capitol Hill",2008
"ABRA026694",2009,"Bread & Chocolate","666 PENNSYLVANIA AVE SE",-76.996395,38.885145,"SE","Capitol Hill",2008
"ABRA060846.1",2008,"Frank & Stein","50 MASSACHUSETTS AVE NE",-77.006203,38.8972903,"NE","Union Station",2008
"ABRA060846.1",2009,"Frank & Stein","50 MASSACHUSETTS AVE NE",-77.006203,38.8972903,"NE","Union Station",2008
"ABRA071047",2008,"Colorado Kitchen","5515 COLORADO AVE NW",-77.032504,38.956615,"NW","16th Street Heights",2008
"ABRA071047",2009,"Colorado Kitchen","5515 COLORADO AVE NW",-77.032504,38.956615,"NW","16th Street Heights",2008
"ABRA072360",2008,"Mongolian Grill/Tokyo Sushi Bar","1207 9TH ST NW",-77.0230222,38.9052276,"NW","Mt. Vernon Square",2008
"ABRA072360",2009,"Mongolian Grill/Tokyo Sushi Bar","1207 9TH ST NW",-77.0230222,38.9052276,"NW","Mt. Vernon Square",2008
"ABRA072699",2008,"Footnotes Cafe","418 7TH ST NW",-77.0220795,38.8953419,"NW","Downtown",2008
"ABRA072699",2009,"Footnotes Cafe","418 7TH ST NW",-77.0220795,38.8953419,"NW","Downtown",2008
"ABRA073982",2008,"Legends Restaurant & Carry Out","2157 P ST NW",-77.0484633,38.9098238,"NW","Dupont Circle",2008
"ABRA073982",2009,"Legends Restaurant & Carry Out","2157 P ST NW",-77.0484633,38.9098238,"NW","Dupont Circle",2008
"ABRA073982",2010,"Legends Restaurant & Carry Out","2157 P ST NW",-77.0484633,38.9098238,"NW","Dupont Circle",2008
"ABRA075324",2008,"90 Min Cafe","1824 COLUMBIA RD NW",-77.0430526,38.9219952,"NW","Washington Heights",2008
"ABRA075324",2009,"90 Min Cafe","1824 COLUMBIA RD NW",-77.0430526,38.9219952,"NW","Washington Heights",2008
"ABRA076650",2008,"Pangea","2121 PENNSYLVANIA AVE NW",-77.0476751,38.9019938,"NW","Downtown",2008
"ABRA076650",2009,"Pangea","2121 PENNSYLVANIA AVE NW",-77.0476751,38.9019938,"NW","Downtown",2008
"ABRA076650",2010,"Pangea","2121 PENNSYLVANIA AVE NW",-77.0476751,38.9019938,"NW","Downtown",2008
"ABRA081996",2010,"Buka Restaurant","1413 H ST NE",-96.7649247,41.8438982,NA,NA,2010
"15ABRA072256",2008,"maggiano's","5333 WISCONSIN AVE NW, Washington DC",-77.0845819,38.9597598,"NW","Friendship Heights",2008
"15ABRA072256",2009,"maggiano's","5333 WISCONSIN AVE NW, Washington DC",-77.0845819,38.9597598,"NW","Friendship Heights",2008
"15ABRA072256",2010,"maggiano's","5333 WISCONSIN AVE NW, Washington DC",-77.0845819,38.9597598,"NW","Friendship Heights",2008
"15ABRA072256",2011,"maggiano's","5333 WISCONSIN AVE NW, Washington DC",-77.0845819,38.9597598,"NW","Friendship Heights",2008
"15ABRA072256",2012,"maggiano's","5333 WISCONSIN AVE NW, Washington DC",-77.0845819,38.9597598,"NW","Friendship Heights",2008
"15ABRA072256",2013,"maggiano's","5333 WISCONSIN AVE NW, Washington DC",-77.0845819,38.9597598,"NW","Friendship Heights",2008
"15ABRA072256",2014,"maggiano's","5333 WISCONSIN AVE NW, Washington DC",-77.0845819,38.9597598,"NW","Friendship Heights",2008
"15ABRA072256",2015,"maggiano's","5333 WISCONSIN AVE NW, Washington DC",-77.0845819,38.9597598,"NW","Friendship Heights",2008
"15ABRA072256",2016,"maggiano's","5333 WISCONSIN AVE NW, Washington DC",-77.0845819,38.9597598,"NW","Friendship Heights",2008
"ABRA_079080",2008,"commonwealth","1400 IRVING ST NW, Washington DC",-77.0335765,38.9284986,"NW","Columbia Heights",2008
"ABRA_079080",2009,"commonwealth","1400 IRVING ST NW, Washington DC",-77.0335765,38.9284986,"NW","Columbia Heights",2008
"ABRA000168",2008,"trio rest & fox & hounds lounge","1537 17TH ST NW, Washington DC",-77.0382096,38.9108682,"NW","Dupont Circle",2008
"ABRA000168",2009,"trio rest & fox & hounds lounge","1537 17TH ST NW, Washington DC",-77.0382096,38.9108682,"NW","Dupont Circle",2008
"ABRA000168",2010,"trio rest & fox & hounds lounge","1537 17TH ST NW, Washington DC",-77.0382096,38.9108682,"NW","Dupont Circle",2008
"ABRA000168",2011,"trio rest & fox & hounds lounge","1537 17TH ST NW, Washington DC",-77.0382096,38.9108682,"NW","Dupont Circle",2008
"ABRA000168",2012,"trio rest & fox & hounds lounge","1537 17TH ST NW, Washington DC",-77.0382096,38.9108682,"NW","Dupont Circle",2008
"ABRA000168",2013,"trio rest & fox & hounds lounge","1537 17TH ST NW, Washington DC",-77.0382096,38.9108682,"NW","Dupont Circle",2008
"ABRA000168",2014,"trio rest & fox & hounds lounge","1537 17TH ST NW, Washington DC",-77.0382096,38.9108682,"NW","Dupont Circle",2008
"ABRA000168",2015,"trio rest & fox & hounds lounge","1537 17TH ST NW, Washington DC",-77.0382096,38.9108682,"NW","Dupont Circle",2008
"ABRA000168",2016,"trio rest & fox & hounds lounge","1537 17TH ST NW, Washington DC",-77.0382096,38.9108682,"NW","Dupont Circle",2008
"ABRA000219",2008,"additi restaurant","3299 M ST NW, Washington DC",-77.065957,38.90531,"NW","West Village Georgetown",2008
"ABRA000219",2009,"additi restaurant","3299 M ST NW, Washington DC",-77.065957,38.90531,"NW","West Village Georgetown",2008
"ABRA000219",2010,"additi restaurant","3299 M ST NW, Washington DC",-77.065957,38.90531,"NW","West Village Georgetown",2008
"ABRA000259",2008,"mr. henry's","601 PENNSYLVANIA AVE SE, Washington DC",-76.9982665,38.8852078,"SE","Capitol Hill",2008
"ABRA000259",2009,"mr. henry's","601 PENNSYLVANIA AVE SE, Washington DC",-76.9982665,38.8852078,"SE","Capitol Hill",2008
"ABRA000259",2010,"mr. henry's","601 PENNSYLVANIA AVE SE, Washington DC",-76.9982665,38.8852078,"SE","Capitol Hill",2008
"ABRA000259",2011,"mr. henry's","601 PENNSYLVANIA AVE SE, Washington DC",-76.9982665,38.8852078,"SE","Capitol Hill",2008
"ABRA000259",2012,"mr. henry's","601 PENNSYLVANIA AVE SE, Washington DC",-76.9982665,38.8852078,"SE","Capitol Hill",2008
"ABRA000259",2013,"mr. henry's","601 PENNSYLVANIA AVE SE, Washington DC",-76.9982665,38.8852078,"SE","Capitol Hill",2008
"ABRA000259",2014,"mr. henry's","601 PENNSYLVANIA AVE SE, Washington DC",-76.9982665,38.8852078,"SE","Capitol Hill",2008
"ABRA000259",2015,"mr. henry's","601 PENNSYLVANIA AVE SE, Washington DC",-76.9982665,38.8852078,"SE","Capitol Hill",2008
"ABRA000259",2016,"mr. henry's","601 PENNSYLVANIA AVE SE, Washington DC",-76.9982665,38.8852078,"SE","Capitol Hill",2008
"ABRA000377",2008,"the monocle","107 D ST NE, Washington DC",-77.0051659,38.8946433,"Capitol","The Capitol Grounds",2008
"ABRA000377",2009,"the monocle","107 D ST NE, Washington DC",-77.0051659,38.8946433,"Capitol","The Capitol Grounds",2008
"ABRA000377",2010,"the monocle","107 D ST NE, Washington DC",-77.0051659,38.8946433,"Capitol","The Capitol Grounds",2008
"ABRA000377",2011,"the monocle","107 D ST NE, Washington DC",-77.0051659,38.8946433,"Capitol","The Capitol Grounds",2008
"ABRA000377",2012,"the monocle","107 D ST NE, Washington DC",-77.0051659,38.8946433,"Capitol","The Capitol Grounds",2008
"ABRA000377",2013,"the monocle","107 D ST NE, Washington DC",-77.0051659,38.8946433,"Capitol","The Capitol Grounds",2008
"ABRA000377",2014,"the monocle","107 D ST NE, Washington DC",-77.0051659,38.8946433,"Capitol","The Capitol Grounds",2008
"ABRA000377",2015,"the monocle","107 D ST NE, Washington DC",-77.0051659,38.8946433,"Capitol","The Capitol Grounds",2008
"ABRA000377",2016,"the monocle","107 D ST NE, Washington DC",-77.0051659,38.8946433,"Capitol","The Capitol Grounds",2008
"ABRA000460",2008,"millie's and al's ballances columbia restaurant","2440 18TH ST NW, Washington DC",-77.0427021,38.921691,"NW","Washington Heights",2008
"ABRA000460",2009,"millie's and al's ballances columbia restaurant","2440 18TH ST NW, Washington DC",-77.0427021,38.921691,"NW","Washington Heights",2008
"ABRA000460",2010,"millie's and al's ballances columbia restaurant","2440 18TH ST NW, Washington DC",-77.0427021,38.921691,"NW","Washington Heights",2008
"ABRA000460",2011,"millie's and al's ballances columbia restaurant","2440 18TH ST NW, Washington DC",-77.0427021,38.921691,"NW","Washington Heights",2008
"ABRA000460",2012,"millie's and al's ballances columbia restaurant","2440 18TH ST NW, Washington DC",-77.0427021,38.921691,"NW","Washington Heights",2008
"ABRA000460",2013,"millie's and al's ballances columbia restaurant","2440 18TH ST NW, Washington DC",-77.0427021,38.921691,"NW","Washington Heights",2008
"ABRA000460",2014,"millie's and al's ballances columbia restaurant","2440 18TH ST NW, Washington DC",-77.0427021,38.921691,"NW","Washington Heights",2008
"ABRA000460",2015,"millie's and al's ballances columbia restaurant","2440 18TH ST NW, Washington DC",-77.0427021,38.921691,"NW","Washington Heights",2008
"ABRA000460",2016,"millie's and al's ballances columbia restaurant","2440 18TH ST NW, Washington DC",-77.0427021,38.921691,"NW","Washington Heights",2008
"ABRA000514",2008,"wah sing restaurant","2521 PENNSYLVANIA AVE SE, Washington DC",-76.970273,38.8732374,"SE","Randle Highlands",2008
"ABRA000514",2009,"wah sing restaurant","2521 PENNSYLVANIA AVE SE, Washington DC",-76.970273,38.8732374,"SE","Randle Highlands",2008
"ABRA000514",2010,"wah sing restaurant","2521 PENNSYLVANIA AVE SE, Washington DC",-76.970273,38.8732374,"SE","Randle Highlands",2008
"ABRA000514",2011,"wah sing restaurant","2521 PENNSYLVANIA AVE SE, Washington DC",-76.970273,38.8732374,"SE","Randle Highlands",2008
"ABRA000514",2012,"wah sing restaurant","2521 PENNSYLVANIA AVE SE, Washington DC",-76.970273,38.8732374,"SE","Randle Highlands",2008
"ABRA000514",2013,"wah sing restaurant","2521 PENNSYLVANIA AVE SE, Washington DC",-76.970273,38.8732374,"SE","Randle Highlands",2008
"ABRA000514",2014,"wah sing restaurant","2521 PENNSYLVANIA AVE SE, Washington DC",-76.970273,38.8732374,"SE","Randle Highlands",2008
"ABRA000514",2015,"wah sing restaurant","2521 PENNSYLVANIA AVE SE, Washington DC",-76.970273,38.8732374,"SE","Randle Highlands",2008
"ABRA000514",2016,"wah sing restaurant","2521 PENNSYLVANIA AVE SE, Washington DC",-76.970273,38.8732374,"SE","Randle Highlands",2008
"ABRA000522",2008,"yenching palace","3524 CONNECTICUT AVE NW, Washington DC",-77.0595408,38.9364301,"NW","Cleveland Park",2008
"ABRA000522",2009,"yenching palace","3524 CONNECTICUT AVE NW, Washington DC",-77.0595408,38.9364301,"NW","Cleveland Park",2008
"ABRA000523",2008,"the rhino-bar & pumphouse","3295 M ST NW, Washington DC",-77.06586,38.905312,"NW","West Village Georgetown",2008
"ABRA000523",2009,"the rhino-bar & pumphouse","3295 M ST NW, Washington DC",-77.06586,38.905312,"NW","West Village Georgetown",2008
"ABRA000523",2010,"the rhino-bar & pumphouse","3295 M ST NW, Washington DC",-77.06586,38.905312,"NW","West Village Georgetown",2008
"ABRA000523",2011,"the rhino-bar & pumphouse","3295 M ST NW, Washington DC",-77.06586,38.905312,"NW","West Village Georgetown",2008
"ABRA000523",2012,"the rhino-bar & pumphouse","3295 M ST NW, Washington DC",-77.06586,38.905312,"NW","West Village Georgetown",2008
"ABRA000523",2013,"the rhino-bar & pumphouse","3295 M ST NW, Washington DC",-77.06586,38.905312,"NW","West Village Georgetown",2008
"ABRA000523",2014,"the rhino-bar & pumphouse","3295 M ST NW, Washington DC",-77.06586,38.905312,"NW","West Village Georgetown",2008
"ABRA000523",2015,"the rhino-bar & pumphouse","3295 M ST NW, Washington DC",-77.06586,38.905312,"NW","West Village Georgetown",2008
"ABRA000523",2016,"the rhino-bar & pumphouse","3295 M ST NW, Washington DC",-77.06586,38.905312,"NW","West Village Georgetown",2008
"ABRA000559",2008,"tune inn restaurant","331 PENNSYLVANIA AVE SE, Washington DC",-77.001167,38.886369,"SE","Capitol Hill",2008
"ABRA000559",2009,"tune inn restaurant","331 PENNSYLVANIA AVE SE, Washington DC",-77.001167,38.886369,"SE","Capitol Hill",2008
"ABRA000559",2010,"tune inn restaurant","331 PENNSYLVANIA AVE SE, Washington DC",-77.001167,38.886369,"SE","Capitol Hill",2008
"ABRA000559",2011,"tune inn restaurant","331 PENNSYLVANIA AVE SE, Washington DC",-77.001167,38.886369,"SE","Capitol Hill",2008
"ABRA000559",2012,"tune inn restaurant","331 PENNSYLVANIA AVE SE, Washington DC",-77.001167,38.886369,"SE","Capitol Hill",2008
"ABRA000559",2013,"tune inn restaurant","331 PENNSYLVANIA AVE SE, Washington DC",-77.001167,38.886369,"SE","Capitol Hill",2008
"ABRA000559",2014,"tune inn restaurant","331 PENNSYLVANIA AVE SE, Washington DC",-77.001167,38.886369,"SE","Capitol Hill",2008
"ABRA000559",2015,"tune inn restaurant","331 PENNSYLVANIA AVE SE, Washington DC",-77.001167,38.886369,"SE","Capitol Hill",2008
"ABRA000559",2016,"tune inn restaurant","331 PENNSYLVANIA AVE SE, Washington DC",-77.001167,38.886369,"SE","Capitol Hill",2008
"ABRA000585",2008,"old europe","2434 WISCONSIN AVE NW, Washington DC",-77.0728323,38.9218093,"NW","Glover Park",2008
"ABRA000585",2009,"old europe","2434 WISCONSIN AVE NW, Washington DC",-77.0728323,38.9218093,"NW","Glover Park",2008
"ABRA000585",2010,"old europe","2434 WISCONSIN AVE NW, Washington DC",-77.0728323,38.9218093,"NW","Glover Park",2008
"ABRA000585",2011,"old europe","2434 WISCONSIN AVE NW, Washington DC",-77.0728323,38.9218093,"NW","Glover Park",2008
"ABRA000585",2012,"old europe","2434 WISCONSIN AVE NW, Washington DC",-77.0728323,38.9218093,"NW","Glover Park",2008
"ABRA000585",2013,"old europe","2434 WISCONSIN AVE NW, Washington DC",-77.0728323,38.9218093,"NW","Glover Park",2008
"ABRA000585",2014,"old europe","2434 WISCONSIN AVE NW, Washington DC",-77.0728323,38.9218093,"NW","Glover Park",2008
"ABRA000585",2015,"old europe","2434 WISCONSIN AVE NW, Washington DC",-77.0728323,38.9218093,"NW","Glover Park",2008
"ABRA000585",2016,"old europe","2434 WISCONSIN AVE NW, Washington DC",-77.0728323,38.9218093,"NW","Glover Park",2008
"ABRA000604",2008,"el centro d. f.","1218 WISCONSIN AVE NW, Washington DC",-77.0630393,38.9056872,"NW","West Village Georgetown",2008
"ABRA000604",2009,"el centro d. f.","1218 WISCONSIN AVE NW, Washington DC",-77.0630393,38.9056872,"NW","West Village Georgetown",2008
"ABRA000604",2010,"el centro d. f.","1218 WISCONSIN AVE NW, Washington DC",-77.0630393,38.9056872,"NW","West Village Georgetown",2008
"ABRA000604",2011,"el centro d. f.","1218 WISCONSIN AVE NW, Washington DC",-77.0630393,38.9056872,"NW","West Village Georgetown",2008
"ABRA000604",2012,"el centro d. f.","1218 WISCONSIN AVE NW, Washington DC",-77.0630393,38.9056872,"NW","West Village Georgetown",2008
"ABRA000604",2013,"el centro d. f.","1218 WISCONSIN AVE NW, Washington DC",-77.0630393,38.9056872,"NW","West Village Georgetown",2008
"ABRA000604",2014,"el centro d. f.","1218 WISCONSIN AVE NW, Washington DC",-77.0630393,38.9056872,"NW","West Village Georgetown",2008
"ABRA000604",2015,"el centro d. f.","1218 WISCONSIN AVE NW, Washington DC",-77.0630393,38.9056872,"NW","West Village Georgetown",2008
"ABRA000604",2016,"el centro d. f.","1218 WISCONSIN AVE NW, Washington DC",-77.0630393,38.9056872,"NW","West Village Georgetown",2008
"ABRA000604.1",2010,"the taqueria","1218 WISCONSIN AVE NW, Washington DC",-77.0630393,38.9056872,"NW","West Village Georgetown",2010
"ABRA000604.1",2011,"the taqueria","1218 WISCONSIN AVE NW, Washington DC",-77.0630393,38.9056872,"NW","West Village Georgetown",2010
"ABRA000604.1",2012,"the taqueria","1218 WISCONSIN AVE NW, Washington DC",-77.0630393,38.9056872,"NW","West Village Georgetown",2010
"ABRA000623",2008,"a v ristorante italiano","605 NEW YORK AVE NW, Washington DC",-77.020265,38.903788,"NW","Mt. Vernon Square",2008
"ABRA000623",2009,"a v ristorante italiano","605 NEW YORK AVE NW, Washington DC",-77.020265,38.903788,"NW","Mt. Vernon Square",2008
"ABRA000654",2012,"seven seas restaurant","5915 GEORGIA AVE NW, Washington DC",-77.02766,38.961231,"NW","Brightwood",2012
"ABRA000654",2013,"seven seas restaurant","5915 GEORGIA AVE NW, Washington DC",-77.02766,38.961231,"NW","Brightwood",2012
"ABRA000654",2014,"seven seas restaurant","5915 GEORGIA AVE NW, Washington DC",-77.02766,38.961231,"NW","Brightwood",2012
"ABRA000654",2015,"seven seas restaurant","5915 GEORGIA AVE NW, Washington DC",-77.02766,38.961231,"NW","Brightwood",2012
"ABRA000654",2016,"seven seas restaurant","5915 GEORGIA AVE NW, Washington DC",-77.02766,38.961231,"NW","Brightwood",2012
"ABRA000704",2008,"royal palace","1805 CONNECTICUT AVE NW, Washington DC",-77.0458135,38.9144094,"NW","Dupont Circle",2008
"ABRA000704",2009,"royal palace","1805 CONNECTICUT AVE NW, Washington DC",-77.0458135,38.9144094,"NW","Dupont Circle",2008
"ABRA000704",2010,"royal palace","1805 CONNECTICUT AVE NW, Washington DC",-77.0458135,38.9144094,"NW","Dupont Circle",2008
"ABRA000704",2011,"royal palace","1805 CONNECTICUT AVE NW, Washington DC",-77.0458135,38.9144094,"NW","Dupont Circle",2008
"ABRA000704",2012,"royal palace","1805 CONNECTICUT AVE NW, Washington DC",-77.0458135,38.9144094,"NW","Dupont Circle",2008
"ABRA000704",2013,"royal palace","1805 CONNECTICUT AVE NW, Washington DC",-77.0458135,38.9144094,"NW","Dupont Circle",2008
"ABRA000704",2014,"royal palace","1805 CONNECTICUT AVE NW, Washington DC",-77.0458135,38.9144094,"NW","Dupont Circle",2008
"ABRA000704",2015,"royal palace","1805 CONNECTICUT AVE NW, Washington DC",-77.0458135,38.9144094,"NW","Dupont Circle",2008
"ABRA000704",2016,"royal palace","1805 CONNECTICUT AVE NW, Washington DC",-77.0458135,38.9144094,"NW","Dupont Circle",2008
"ABRA000705",2008,"post pub","1422 L ST NW, Washington DC",-77.034024,38.903532,"NW","Downtown",2008
"ABRA000705",2009,"post pub","1422 L ST NW, Washington DC",-77.034024,38.903532,"NW","Downtown",2008
"ABRA000705",2010,"post pub","1422 L ST NW, Washington DC",-77.034024,38.903532,"NW","Downtown",2008
"ABRA000705",2011,"post pub","1422 L ST NW, Washington DC",-77.034024,38.903532,"NW","Downtown",2008
"ABRA000705",2012,"post pub","1422 L ST NW, Washington DC",-77.034024,38.903532,"NW","Downtown",2008
"ABRA000705",2013,"post pub","1422 L ST NW, Washington DC",-77.034024,38.903532,"NW","Downtown",2008
"ABRA000705",2014,"post pub","1422 L ST NW, Washington DC",-77.034024,38.903532,"NW","Downtown",2008
"ABRA000705",2015,"post pub","1422 L ST NW, Washington DC",-77.034024,38.903532,"NW","Downtown",2008
"ABRA000705",2016,"post pub","1422 L ST NW, Washington DC",-77.034024,38.903532,"NW","Downtown",2008
"ABRA000736",2008,"market inn restaurant","200 E ST SW, Washington DC",-77.013749,38.8829939,"SW","Southwest Federal Center",2008
"ABRA000736",2009,"market inn restaurant","200 E ST SW, Washington DC",-77.013749,38.8829939,"SW","Southwest Federal Center",2008
"ABRA000753",2008,"mama ayesha's calvert restaurant","1967 CALVERT ST NW, Washington DC",-77.0467651,38.9234738,"NW","Kalorama Triangle",2008
"ABRA000753",2009,"mama ayesha's calvert restaurant","1967 CALVERT ST NW, Washington DC",-77.0467651,38.9234738,"NW","Kalorama Triangle",2008
"ABRA000753",2010,"mama ayesha's calvert restaurant","1967 CALVERT ST NW, Washington DC",-77.0467651,38.9234738,"NW","Kalorama Triangle",2008
"ABRA000753",2011,"mama ayesha's calvert restaurant","1967 CALVERT ST NW, Washington DC",-77.0467651,38.9234738,"NW","Kalorama Triangle",2008
"ABRA000753",2012,"mama ayesha's calvert restaurant","1967 CALVERT ST NW, Washington DC",-77.0467651,38.9234738,"NW","Kalorama Triangle",2008
"ABRA000753",2013,"mama ayesha's calvert restaurant","1967 CALVERT ST NW, Washington DC",-77.0467651,38.9234738,"NW","Kalorama Triangle",2008
"ABRA000753",2014,"mama ayesha's calvert restaurant","1967 CALVERT ST NW, Washington DC",-77.0467651,38.9234738,"NW","Kalorama Triangle",2008
"ABRA000753",2015,"mama ayesha's calvert restaurant","1967 CALVERT ST NW, Washington DC",-77.0467651,38.9234738,"NW","Kalorama Triangle",2008
"ABRA000753",2016,"mama ayesha's calvert restaurant","1967 CALVERT ST NW, Washington DC",-77.0467651,38.9234738,"NW","Kalorama Triangle",2008
"ABRA000755",2008,"the bottom line","1716 I ST NW, Washington DC",-77.0402625,38.9010546,"NW","Downtown",2008
"ABRA000755",2009,"the bottom line","1716 I ST NW, Washington DC",-77.0402625,38.9010546,"NW","Downtown",2008
"ABRA000755",2010,"the bottom line","1716 I ST NW, Washington DC",-77.0402625,38.9010546,"NW","Downtown",2008
"ABRA000755",2011,"the bottom line","1716 I ST NW, Washington DC",-77.0402625,38.9010546,"NW","Downtown",2008
"ABRA000755",2012,"the bottom line","1716 I ST NW, Washington DC",-77.0402625,38.9010546,"NW","Downtown",2008
"ABRA000755",2013,"the bottom line","1716 I ST NW, Washington DC",-77.0402625,38.9010546,"NW","Downtown",2008
"ABRA000755",2014,"the bottom line","1716 I ST NW, Washington DC",-77.0402625,38.9010546,"NW","Downtown",2008
"ABRA000755",2015,"the bottom line","1716 I ST NW, Washington DC",-77.0402625,38.9010546,"NW","Downtown",2008
"ABRA000755",2016,"the bottom line","1716 I ST NW, Washington DC",-77.0402625,38.9010546,"NW","Downtown",2008
"ABRA000769",2008,"anna maria's restaurant","1737 CONNECTICUT AVE NW, Washington DC",-77.0453095,38.9136665,"NW","Dupont Circle",2008
"ABRA000769",2009,"anna maria's restaurant","1737 CONNECTICUT AVE NW, Washington DC",-77.0453095,38.9136665,"NW","Dupont Circle",2008
"ABRA000771",2008,"macombo lounge","5335 GEORGIA AVE NW, Washington DC",-77.0276932,38.9549536,"NW","Petworth",2008
"ABRA000771",2009,"macombo lounge","5335 GEORGIA AVE NW, Washington DC",-77.0276932,38.9549536,"NW","Petworth",2008
"ABRA000771",2010,"macombo lounge","5335 GEORGIA AVE NW, Washington DC",-77.0276932,38.9549536,"NW","Petworth",2008
"ABRA000771",2011,"macombo lounge","5335 GEORGIA AVE NW, Washington DC",-77.0276932,38.9549536,"NW","Petworth",2008
"ABRA000771",2012,"macombo lounge","5335 GEORGIA AVE NW, Washington DC",-77.0276932,38.9549536,"NW","Petworth",2008
"ABRA000771",2013,"macombo lounge","5335 GEORGIA AVE NW, Washington DC",-77.0276932,38.9549536,"NW","Petworth",2008
"ABRA000771",2014,"macombo lounge","5335 GEORGIA AVE NW, Washington DC",-77.0276932,38.9549536,"NW","Petworth",2008
"ABRA000771",2015,"macombo lounge","5335 GEORGIA AVE NW, Washington DC",-77.0276932,38.9549536,"NW","Petworth",2008
"ABRA000771",2016,"macombo lounge","5335 GEORGIA AVE NW, Washington DC",-77.0276932,38.9549536,"NW","Petworth",2008
"ABRA000785",2008,"dan's cafe","2315 18TH ST NW, Washington DC",-77.0415354,38.9201015,"NW","Reed-Cooke",2008
"ABRA000785",2009,"dan's cafe","2315 18TH ST NW, Washington DC",-77.0415354,38.9201015,"NW","Reed-Cooke",2008
"ABRA000785",2010,"dan's cafe","2315 18TH ST NW, Washington DC",-77.0415354,38.9201015,"NW","Reed-Cooke",2008
"ABRA000785",2011,"dan's cafe","2315 18TH ST NW, Washington DC",-77.0415354,38.9201015,"NW","Reed-Cooke",2008
"ABRA000785",2012,"dan's cafe","2315 18TH ST NW, Washington DC",-77.0415354,38.9201015,"NW","Reed-Cooke",2008
"ABRA000785",2013,"dan's cafe","2315 18TH ST NW, Washington DC",-77.0415354,38.9201015,"NW","Reed-Cooke",2008
"ABRA000785",2014,"dan's cafe","2315 18TH ST NW, Washington DC",-77.0415354,38.9201015,"NW","Reed-Cooke",2008
"ABRA000785",2015,"dan's cafe","2315 18TH ST NW, Washington DC",-77.0415354,38.9201015,"NW","Reed-Cooke",2008
"ABRA000785",2016,"dan's cafe","2315 18TH ST NW, Washington DC",-77.0415354,38.9201015,"NW","Reed-Cooke",2008
"ABRA000804",2008,"jackie lee lounge","116 KENNEDY ST NW, Washington DC",-77.0125104,38.9563816,"NW","Manor Park",2008
"ABRA000804",2009,"jackie lee lounge","116 KENNEDY ST NW, Washington DC",-77.0125104,38.9563816,"NW","Manor Park",2008
"ABRA000804",2010,"jackie lee lounge","116 KENNEDY ST NW, Washington DC",-77.0125104,38.9563816,"NW","Manor Park",2008
"ABRA000804",2011,"jackie lee lounge","116 KENNEDY ST NW, Washington DC",-77.0125104,38.9563816,"NW","Manor Park",2008
"ABRA000804",2012,"jackie lee lounge","116 KENNEDY ST NW, Washington DC",-77.0125104,38.9563816,"NW","Manor Park",2008
"ABRA000804",2013,"jackie lee lounge","116 KENNEDY ST NW, Washington DC",-77.0125104,38.9563816,"NW","Manor Park",2008
