"license","year","name","address","lon","lat","quadrant","subhood","firstYr"
"ABRA075274",2009,"blt steak","1625 I ST NW, Washington DC",-77.0375161,38.9017197,"NW","Downtown",2008
"ABRA075274",2010,"blt steak","1625 I ST NW, Washington DC",-77.0375161,38.9017197,"NW","Downtown",2008
"ABRA075274",2011,"blt steak","1625 I ST NW, Washington DC",-77.0375161,38.9017197,"NW","Downtown",2008
"ABRA075274",2012,"blt steak","1625 I ST NW, Washington DC",-77.0375161,38.9017197,"NW","Downtown",2008
"ABRA075274",2013,"blt steak","1625 I ST NW, Washington DC",-77.0375161,38.9017197,"NW","Downtown",2008
"ABRA075274",2014,"blt steak","1625 I ST NW, Washington DC",-77.0375161,38.9017197,"NW","Downtown",2008
"ABRA075274",2015,"blt steak","1625 I ST NW, Washington DC",-77.0375161,38.9017197,"NW","Downtown",2008
"ABRA075274",2016,"blt steak","1625 I ST NW, Washington DC",-77.0375161,38.9017197,"NW","Downtown",2008
"ABRA075284",2008,"axis & bar grill","1340 U ST NW, Washington DC",-77.0311337,38.9167845,"NW","U Street",2008
"ABRA075284",2009,"axis & bar grill","1340 U ST NW, Washington DC",-77.0311337,38.9167845,"NW","U Street",2008
"ABRA075284.1",2010,"bistro la bonne","1340 U ST NW, Washington DC",-77.0311337,38.9167845,"NW","U Street",2010
"ABRA075284.1",2011,"bistro la bonne","1340 U ST NW, Washington DC",-77.0311337,38.9167845,"NW","U Street",2010
"ABRA075284.1",2012,"bistro la bonne","1340 U ST NW, Washington DC",-77.0311337,38.9167845,"NW","U Street",2010
"ABRA075284.1",2013,"bistro la bonne","1340 U ST NW, Washington DC",-77.0311337,38.9167845,"NW","U Street",2010
"ABRA075284.1",2014,"bistro la bonne","1340 U ST NW, Washington DC",-77.0311337,38.9167845,"NW","U Street",2010
"ABRA075284.2",2015,"sudhouse","1340 U ST NW, Washington DC",-77.0311337,38.9167845,"NW","U Street",2015
"ABRA075284.2",2016,"sudhouse","1340 U ST NW, Washington DC",-77.0311337,38.9167845,"NW","U Street",2015
"ABRA075297",2008,"tonic","2036 G ST NW, Washington DC",-77.046469,38.8980798,"NW","Foggy Bottom",2008
"ABRA075297",2009,"tonic","2036 G ST NW, Washington DC",-77.046469,38.8980798,"NW","Foggy Bottom",2008
"ABRA075297",2010,"tonic","2036 G ST NW, Washington DC",-77.046469,38.8980798,"NW","Foggy Bottom",2008
"ABRA075297",2011,"tonic","2036 G ST NW, Washington DC",-77.046469,38.8980798,"NW","Foggy Bottom",2008
"ABRA075297",2012,"tonic","2036 G ST NW, Washington DC",-77.046469,38.8980798,"NW","Foggy Bottom",2008
"ABRA075297",2013,"tonic","2036 G ST NW, Washington DC",-77.046469,38.8980798,"NW","Foggy Bottom",2008
"ABRA075297",2014,"tonic","2036 G ST NW, Washington DC",-77.046469,38.8980798,"NW","Foggy Bottom",2008
"ABRA075297",2015,"tonic","2036 G ST NW, Washington DC",-77.046469,38.8980798,"NW","Foggy Bottom",2008
"ABRA075297",2016,"tonic","2036 G ST NW, Washington DC",-77.046469,38.8980798,"NW","Foggy Bottom",2008
"ABRA075299",2008,"redrocks","1036 PARK RD NW, Washington DC",-77.0280133,38.9316823,"NW","Columbia Heights",2008
"ABRA075299",2009,"redrocks","1036 PARK RD NW, Washington DC",-77.0280133,38.9316823,"NW","Columbia Heights",2008
"ABRA075299",2010,"redrocks","1036 PARK RD NW, Washington DC",-77.0280133,38.9316823,"NW","Columbia Heights",2008
"ABRA075299",2011,"redrocks","1036 PARK RD NW, Washington DC",-77.0280133,38.9316823,"NW","Columbia Heights",2008
"ABRA075299",2012,"redrocks","1036 PARK RD NW, Washington DC",-77.0280133,38.9316823,"NW","Columbia Heights",2008
"ABRA075299",2013,"redrocks","1036 PARK RD NW, Washington DC",-77.0280133,38.9316823,"NW","Columbia Heights",2008
"ABRA075299",2014,"redrocks","1036 PARK RD NW, Washington DC",-77.0280133,38.9316823,"NW","Columbia Heights",2008
"ABRA075299",2015,"redrocks","1036 PARK RD NW, Washington DC",-77.0280133,38.9316823,"NW","Columbia Heights",2008
"ABRA075299",2016,"redrocks","1036 PARK RD NW, Washington DC",-77.0280133,38.9316823,"NW","Columbia Heights",2008
"ABRA075357",2008,"proof","775 G ST NW, Washington DC",-77.022688,38.8986362,"NW","Downtown",2008
"ABRA075357",2009,"proof","775 G ST NW, Washington DC",-77.022688,38.8986362,"NW","Downtown",2008
"ABRA075357",2010,"proof","775 G ST NW, Washington DC",-77.022688,38.8986362,"NW","Downtown",2008
"ABRA075357",2011,"proof","775 G ST NW, Washington DC",-77.022688,38.8986362,"NW","Downtown",2008
"ABRA075357",2012,"proof","775 G ST NW, Washington DC",-77.022688,38.8986362,"NW","Downtown",2008
"ABRA075357",2013,"proof","775 G ST NW, Washington DC",-77.022688,38.8986362,"NW","Downtown",2008
"ABRA075357",2014,"proof","775 G ST NW, Washington DC",-77.022688,38.8986362,"NW","Downtown",2008
"ABRA075357",2015,"proof","775 G ST NW, Washington DC",-77.022688,38.8986362,"NW","Downtown",2008
"ABRA075357",2016,"proof","775 G ST NW, Washington DC",-77.022688,38.8986362,"NW","Downtown",2008
"ABRA075374",2008,"bar louie","701 7TH ST NW, Washington DC",-77.0208633,38.89923,"NW","Downtown",2008
"ABRA075374",2009,"bar louie","701 7TH ST NW, Washington DC",-77.0208633,38.89923,"NW","Downtown",2008
"ABRA075374",2010,"bar louie","701 7TH ST NW, Washington DC",-77.0208633,38.89923,"NW","Downtown",2008
"ABRA075377",2008,"manchester bar & restaurant","944 FLORIDA AVE NW, Washington DC",-77.0252272,38.919314,"NW","U Street",2008
"ABRA075377",2009,"manchester bar & restaurant","944 FLORIDA AVE NW, Washington DC",-77.0252272,38.919314,"NW","U Street",2008
"ABRA075377",2010,"manchester bar & restaurant","944 FLORIDA AVE NW, Washington DC",-77.0252272,38.919314,"NW","U Street",2008
"ABRA075377",2011,"manchester bar & restaurant","944 FLORIDA AVE NW, Washington DC",-77.0252272,38.919314,"NW","U Street",2008
"ABRA075377",2012,"manchester bar & restaurant","944 FLORIDA AVE NW, Washington DC",-77.0252272,38.919314,"NW","U Street",2008
"ABRA075377",2013,"manchester bar & restaurant","944 FLORIDA AVE NW, Washington DC",-77.0252272,38.919314,"NW","U Street",2008
"ABRA075377",2014,"manchester bar & restaurant","944 FLORIDA AVE NW, Washington DC",-77.0252272,38.919314,"NW","U Street",2008
"ABRA075391",2008,"cardinal's nest","3748 10TH ST NE, Washington DC",-76.99394,38.936822,"NE","University Heights",2008
"ABRA075391",2009,"cardinal's nest","3748 10TH ST NE, Washington DC",-76.99394,38.936822,"NE","University Heights",2008
"ABRA075403",2008,"el nuevo migueleno","1721 COLUMBIA RD NW, Washington DC",-77.0400034,38.9247599,"NW","Lanier Heights",2008
"ABRA075403",2009,"el nuevo migueleno","1721 COLUMBIA RD NW, Washington DC",-77.0400034,38.9247599,"NW","Lanier Heights",2008
"ABRA075403",2010,"el nuevo migueleno","1721 COLUMBIA RD NW, Washington DC",-77.0400034,38.9247599,"NW","Lanier Heights",2008
"ABRA075403",2011,"el nuevo migueleno","1721 COLUMBIA RD NW, Washington DC",-77.0400034,38.9247599,"NW","Lanier Heights",2008
"ABRA075403",2012,"el nuevo migueleno","1721 COLUMBIA RD NW, Washington DC",-77.0400034,38.9247599,"NW","Lanier Heights",2008
"ABRA075403",2013,"el nuevo migueleno","1721 COLUMBIA RD NW, Washington DC",-77.0400034,38.9247599,"NW","Lanier Heights",2008
"ABRA075403",2014,"el nuevo migueleno","1721 COLUMBIA RD NW, Washington DC",-77.0400034,38.9247599,"NW","Lanier Heights",2008
"ABRA075403",2015,"el nuevo migueleno","1721 COLUMBIA RD NW, Washington DC",-77.0400034,38.9247599,"NW","Lanier Heights",2008
"ABRA075403",2016,"el nuevo migueleno","1721 COLUMBIA RD NW, Washington DC",-77.0400034,38.9247599,"NW","Lanier Heights",2008
"ABRA075423",2008,"ii mulino new york","1110 VERMONT AVE NW, Washington DC",-77.0331865,38.9043232,"NW","Downtown",2008
"ABRA075423",2009,"ii mulino new york","1110 VERMONT AVE NW, Washington DC",-77.0331865,38.9043232,"NW","Downtown",2008
"ABRA075423",2010,"ii mulino new york","1110 VERMONT AVE NW, Washington DC",-77.0331865,38.9043232,"NW","Downtown",2008
"ABRA075424",2008,"eclipse restaurant & nightclub","2820 BLADENSBURG RD NE, Washington DC",-76.964394,38.926398,"NE","Woodridge",2008
"ABRA075424",2009,"eclipse restaurant & nightclub","2820 BLADENSBURG RD NE, Washington DC",-76.964394,38.926398,"NE","Woodridge",2008
"ABRA075424",2010,"eclipse restaurant & nightclub","2820 BLADENSBURG RD NE, Washington DC",-76.964394,38.926398,"NE","Woodridge",2008
"ABRA075424",2011,"eclipse restaurant & nightclub","2820 BLADENSBURG RD NE, Washington DC",-76.964394,38.926398,"NE","Woodridge",2008
"ABRA075424",2012,"eclipse restaurant & nightclub","2820 BLADENSBURG RD NE, Washington DC",-76.964394,38.926398,"NE","Woodridge",2008
"ABRA075424",2013,"eclipse restaurant & nightclub","2820 BLADENSBURG RD NE, Washington DC",-76.964394,38.926398,"NE","Woodridge",2008
"ABRA075424",2014,"eclipse restaurant & nightclub","2820 BLADENSBURG RD NE, Washington DC",-76.964394,38.926398,"NE","Woodridge",2008
"ABRA075424",2015,"eclipse restaurant & nightclub","2820 BLADENSBURG RD NE, Washington DC",-76.964394,38.926398,"NE","Woodridge",2008
"ABRA075424",2016,"eclipse restaurant & nightclub","2820 BLADENSBURG RD NE, Washington DC",-76.964394,38.926398,"NE","Woodridge",2008
"ABRA075435",2008,"nori asian bistro & sushi bar","3301 14TH ST NW, Washington DC",-77.0324266,38.9306205,"NW","Columbia Heights",2008
"ABRA075435",2009,"nori asian bistro & sushi bar","3301 14TH ST NW, Washington DC",-77.0324266,38.9306205,"NW","Columbia Heights",2008
"ABRA075442",2008,"bambu","5101 MACARTHUR BLVD NW, Washington DC",-77.1012401,38.9253296,"NW","Kent",2008
"ABRA075442",2009,"bambu","5101 MACARTHUR BLVD NW, Washington DC",-77.1012401,38.9253296,"NW","Kent",2008
"ABRA075442",2010,"bambu","5101 MACARTHUR BLVD NW, Washington DC",-77.1012401,38.9253296,"NW","Kent",2008
"ABRA075442",2011,"bambu","5101 MACARTHUR BLVD NW, Washington DC",-77.1012401,38.9253296,"NW","Kent",2008
"ABRA075442",2012,"bambu","5101 MACARTHUR BLVD NW, Washington DC",-77.1012401,38.9253296,"NW","Kent",2008
"ABRA075442",2013,"bambu","5101 MACARTHUR BLVD NW, Washington DC",-77.1012401,38.9253296,"NW","Kent",2008
"ABRA075442",2014,"bambu","5101 MACARTHUR BLVD NW, Washington DC",-77.1012401,38.9253296,"NW","Kent",2008
"ABRA075442",2015,"bambu","5101 MACARTHUR BLVD NW, Washington DC",-77.1012401,38.9253296,"NW","Kent",2008
"ABRA075442",2016,"bambu","5101 MACARTHUR BLVD NW, Washington DC",-77.1012401,38.9253296,"NW","Kent",2008
"ABRA075456",2008,"ruby tuesday #5320","3365 14TH ST NW, Washington DC",-77.032404,38.9311312,"NW","Columbia Heights",2008
"ABRA075456",2009,"ruby tuesday #5320","3365 14TH ST NW, Washington DC",-77.032404,38.9311312,"NW","Columbia Heights",2008
"ABRA075456",2010,"ruby tuesday #5320","3365 14TH ST NW, Washington DC",-77.032404,38.9311312,"NW","Columbia Heights",2008
"ABRA075456",2011,"ruby tuesday #5320","3365 14TH ST NW, Washington DC",-77.032404,38.9311312,"NW","Columbia Heights",2008
"ABRA075456",2012,"ruby tuesday #5320","3365 14TH ST NW, Washington DC",-77.032404,38.9311312,"NW","Columbia Heights",2008
"ABRA075456",2013,"ruby tuesday #5320","3365 14TH ST NW, Washington DC",-77.032404,38.9311312,"NW","Columbia Heights",2008
"ABRA075456",2014,"ruby tuesday #5320","3365 14TH ST NW, Washington DC",-77.032404,38.9311312,"NW","Columbia Heights",2008
"ABRA075464",2008,"armand's chicago pizzeria","226 MASSACHUSETTS AVE NE, Washington DC",-77.0024908,38.8950986,"SE","Capitol Hill",2008
"ABRA075464",2009,"armand's chicago pizzeria","226 MASSACHUSETTS AVE NE, Washington DC",-77.0024908,38.8950986,"SE","Capitol Hill",2008
"ABRA075464",2010,"armand's chicago pizzeria","226 MASSACHUSETTS AVE NE, Washington DC",-77.0024908,38.8950986,"SE","Capitol Hill",2008
"ABRA075464",2011,"armand's chicago pizzeria","226 MASSACHUSETTS AVE NE, Washington DC",-77.0024908,38.8950986,"SE","Capitol Hill",2008
"ABRA075464",2012,"armand's chicago pizzeria","226 MASSACHUSETTS AVE NE, Washington DC",-77.0024908,38.8950986,"SE","Capitol Hill",2008
"ABRA075464",2013,"armand's chicago pizzeria","226 MASSACHUSETTS AVE NE, Washington DC",-77.0024908,38.8950986,"SE","Capitol Hill",2008
"ABRA075464",2014,"armand's chicago pizzeria","226 MASSACHUSETTS AVE NE, Washington DC",-77.0024908,38.8950986,"SE","Capitol Hill",2008
"ABRA075464",2015,"armand's chicago pizzeria","226 MASSACHUSETTS AVE NE, Washington DC",-77.0024908,38.8950986,"SE","Capitol Hill",2008
"ABRA075464",2016,"armand's chicago pizzeria","226 MASSACHUSETTS AVE NE, Washington DC",-77.0024908,38.8950986,"SE","Capitol Hill",2008
"ABRA075479",2008,"combination restaurant","1772 COLUMBIA RD NW, Washington DC",-77.0411421,38.923418,"NW","Reed-Cooke",2008
"ABRA075479",2009,"combination restaurant","1772 COLUMBIA RD NW, Washington DC",-77.0411421,38.923418,"NW","Reed-Cooke",2008
"ABRA075479",2010,"combination restaurant","1772 COLUMBIA RD NW, Washington DC",-77.0411421,38.923418,"NW","Reed-Cooke",2008
"ABRA075479",2011,"combination restaurant","1772 COLUMBIA RD NW, Washington DC",-77.0411421,38.923418,"NW","Reed-Cooke",2008
"ABRA075479",2012,"combination restaurant","1772 COLUMBIA RD NW, Washington DC",-77.0411421,38.923418,"NW","Reed-Cooke",2008
"ABRA075479",2013,"combination restaurant","1772 COLUMBIA RD NW, Washington DC",-77.0411421,38.923418,"NW","Reed-Cooke",2008
"ABRA075479.1",2014,"my canton restaurant","1772 COLUMBIA RD NW, Washington DC",-77.0411421,38.923418,"NW","Reed-Cooke",2014
"ABRA075479.1",2015,"my canton restaurant","1772 COLUMBIA RD NW, Washington DC",-77.0411421,38.923418,"NW","Reed-Cooke",2014
"ABRA075479.1",2016,"my canton restaurant","1772 COLUMBIA RD NW, Washington DC",-77.0411421,38.923418,"NW","Reed-Cooke",2014
"ABRA075536",2008,"miriam's cafeteria","3931 14TH ST NW, Washington DC",-77.0323937,38.9395368,"NW","16th Street Heights",2008
"ABRA075536",2009,"miriam's cafeteria","3931 14TH ST NW, Washington DC",-77.0323937,38.9395368,"NW","16th Street Heights",2008
"ABRA075536",2010,"miriam's cafeteria","3931 14TH ST NW, Washington DC",-77.0323937,38.9395368,"NW","16th Street Heights",2008
"ABRA075536",2011,"miriam's cafeteria","3931 14TH ST NW, Washington DC",-77.0323937,38.9395368,"NW","16th Street Heights",2008
"ABRA075536",2012,"miriam's cafeteria","3931 14TH ST NW, Washington DC",-77.0323937,38.9395368,"NW","16th Street Heights",2008
"ABRA075536",2013,"miriam's cafeteria","3931 14TH ST NW, Washington DC",-77.0323937,38.9395368,"NW","16th Street Heights",2008
"ABRA075536",2014,"miriam's cafeteria","3931 14TH ST NW, Washington DC",-77.0323937,38.9395368,"NW","16th Street Heights",2008
"ABRA075536",2015,"miriam's cafeteria","3931 14TH ST NW, Washington DC",-77.0323937,38.9395368,"NW","16th Street Heights",2008
"ABRA075536",2016,"miriam's cafeteria","3931 14TH ST NW, Washington DC",-77.0323937,38.9395368,"NW","16th Street Heights",2008
"ABRA075548",2008,"the park place at 14th","920 14TH ST NW, Washington DC",-77.0322748,38.9019218,"NW","Downtown",2008
"ABRA075548",2009,"the park place at 14th","920 14TH ST NW, Washington DC",-77.0322748,38.9019218,"NW","Downtown",2008
"ABRA075548",2010,"the park place at 14th","920 14TH ST NW, Washington DC",-77.0322748,38.9019218,"NW","Downtown",2008
"ABRA075548",2011,"the park place at 14th","920 14TH ST NW, Washington DC",-77.0322748,38.9019218,"NW","Downtown",2008
"ABRA075548",2012,"the park place at 14th","920 14TH ST NW, Washington DC",-77.0322748,38.9019218,"NW","Downtown",2008
"ABRA075548",2013,"the park place at 14th","920 14TH ST NW, Washington DC",-77.0322748,38.9019218,"NW","Downtown",2008
"ABRA075548",2014,"the park place at 14th","920 14TH ST NW, Washington DC",-77.0322748,38.9019218,"NW","Downtown",2008
"ABRA075548",2015,"the park place at 14th","920 14TH ST NW, Washington DC",-77.0322748,38.9019218,"NW","Downtown",2008
"ABRA075548",2016,"the park place at 14th","920 14TH ST NW, Washington DC",-77.0322748,38.9019218,"NW","Downtown",2008
"ABRA075573",2008,"montsouris restaurant","2002 P ST NW, Washington DC",-77.0452913,38.9094481,"NW","Dupont Circle",2008
"ABRA075573",2009,"montsouris restaurant","2002 P ST NW, Washington DC",-77.0452913,38.9094481,"NW","Dupont Circle",2008
"ABRA075599",2008,"murasaki restaurant","4620 WISCONSIN AVE NW, Washington DC",-77.0809314,38.9503443,"NW","Tenleytown",2008
"ABRA075599",2009,"murasaki restaurant","4620 WISCONSIN AVE NW, Washington DC",-77.0809314,38.9503443,"NW","Tenleytown",2008
"ABRA075599",2010,"murasaki restaurant","4620 WISCONSIN AVE NW, Washington DC",-77.0809314,38.9503443,"NW","Tenleytown",2008
"ABRA075599",2011,"murasaki restaurant","4620 WISCONSIN AVE NW, Washington DC",-77.0809314,38.9503443,"NW","Tenleytown",2008
"ABRA075599",2012,"murasaki restaurant","4620 WISCONSIN AVE NW, Washington DC",-77.0809314,38.9503443,"NW","Tenleytown",2008
"ABRA075599",2013,"murasaki restaurant","4620 WISCONSIN AVE NW, Washington DC",-77.0809314,38.9503443,"NW","Tenleytown",2008
"ABRA075599",2014,"murasaki restaurant","4620 WISCONSIN AVE NW, Washington DC",-77.0809314,38.9503443,"NW","Tenleytown",2008
"ABRA075599",2015,"murasaki restaurant","4620 WISCONSIN AVE NW, Washington DC",-77.0809314,38.9503443,"NW","Tenleytown",2008
"ABRA075607",2008,"central-michel richard","1001 PENNSYLVANIA AVE NW, Washington DC",-77.0264904,38.895654,"NW","Downtown",2008
"ABRA075607",2009,"central-michel richard","1001 PENNSYLVANIA AVE NW, Washington DC",-77.0264904,38.895654,"NW","Downtown",2008
"ABRA075607",2010,"central-michel richard","1001 PENNSYLVANIA AVE NW, Washington DC",-77.0264904,38.895654,"NW","Downtown",2008
"ABRA075607",2011,"central-michel richard","1001 PENNSYLVANIA AVE NW, Washington DC",-77.0264904,38.895654,"NW","Downtown",2008
"ABRA075607",2012,"central-michel richard","1001 PENNSYLVANIA AVE NW, Washington DC",-77.0264904,38.895654,"NW","Downtown",2008
"ABRA075607",2013,"central-michel richard","1001 PENNSYLVANIA AVE NW, Washington DC",-77.0264904,38.895654,"NW","Downtown",2008
"ABRA075607",2014,"central-michel richard","1001 PENNSYLVANIA AVE NW, Washington DC",-77.0264904,38.895654,"NW","Downtown",2008
"ABRA075607",2015,"central-michel richard","1001 PENNSYLVANIA AVE NW, Washington DC",-77.0264904,38.895654,"NW","Downtown",2008
"ABRA075607",2016,"central-michel richard","1001 PENNSYLVANIA AVE NW, Washington DC",-77.0264904,38.895654,"NW","Downtown",2008
"ABRA075613",2008,"stoney's","1433 P ST NW, Washington DC",-77.0332862,38.9098608,"NW","Logan Circle",2008
"ABRA075613",2009,"stoney's","1433 P ST NW, Washington DC",-77.0332862,38.9098608,"NW","Logan Circle",2008
"ABRA075613",2010,"stoney's","1433 P ST NW, Washington DC",-77.0332862,38.9098608,"NW","Logan Circle",2008
"ABRA075613",2011,"stoney's","1433 P ST NW, Washington DC",-77.0332862,38.9098608,"NW","Logan Circle",2008
"ABRA075613",2012,"stoney's","1433 P ST NW, Washington DC",-77.0332862,38.9098608,"NW","Logan Circle",2008
"ABRA075613",2013,"stoney's","1433 P ST NW, Washington DC",-77.0332862,38.9098608,"NW","Logan Circle",2008
"ABRA075613",2014,"stoney's","1433 P ST NW, Washington DC",-77.0332862,38.9098608,"NW","Logan Circle",2008
"ABRA075613",2015,"stoney's","1433 P ST NW, Washington DC",-77.0332862,38.9098608,"NW","Logan Circle",2008
"ABRA075613",2016,"stoney's","1433 P ST NW, Washington DC",-77.0332862,38.9098608,"NW","Logan Circle",2008
"ABRA075631",2008,"hook","3241 M ST NW, Washington DC",-77.0642335,38.9053926,"NW","West Village Georgetown",2008
"ABRA075631",2009,"hook","3241 M ST NW, Washington DC",-77.0642335,38.9053926,"NW","West Village Georgetown",2008
"ABRA075631",2010,"hook","3241 M ST NW, Washington DC",-77.0642335,38.9053926,"NW","West Village Georgetown",2008
"ABRA075631",2011,"hook","3241 M ST NW, Washington DC",-77.0642335,38.9053926,"NW","West Village Georgetown",2008
"ABRA075631.1",2012,"bandolero","3241 M ST NW, Washington DC",-77.0642335,38.9053926,"NW","West Village Georgetown",2012
"ABRA075631.1",2013,"bandolero","3241 M ST NW, Washington DC",-77.0642335,38.9053926,"NW","West Village Georgetown",2012
"ABRA075631.1",2014,"bandolero","3241 M ST NW, Washington DC",-77.0642335,38.9053926,"NW","West Village Georgetown",2012
"ABRA075631.1",2015,"bandolero","3241 M ST NW, Washington DC",-77.0642335,38.9053926,"NW","West Village Georgetown",2012
"ABRA075642",2008,"harriets","432 11TH ST NW, Washington DC",-77.0273191,38.8958271,"NW","Downtown",2008
"ABRA075642",2009,"harriets","432 11TH ST NW, Washington DC",-77.0273191,38.8958271,"NW","Downtown",2008
"ABRA075642",2010,"harriets","432 11TH ST NW, Washington DC",-77.0273191,38.8958271,"NW","Downtown",2008
"ABRA075642",2011,"harriets","432 11TH ST NW, Washington DC",-77.0273191,38.8958271,"NW","Downtown",2008
"ABRA075642",2012,"harriets","432 11TH ST NW, Washington DC",-77.0273191,38.8958271,"NW","Downtown",2008
"ABRA075642",2013,"harriets","432 11TH ST NW, Washington DC",-77.0273191,38.8958271,"NW","Downtown",2008
"ABRA075642",2014,"harriets","432 11TH ST NW, Washington DC",-77.0273191,38.8958271,"NW","Downtown",2008
"ABRA075642",2015,"harriets","432 11TH ST NW, Washington DC",-77.0273191,38.8958271,"NW","Downtown",2008
"ABRA075642",2016,"harriets","432 11TH ST NW, Washington DC",-77.0273191,38.8958271,"NW","Downtown",2008
"ABRA075670",2008,"locanda","633 PENNSYLVANIA AVE SE, Washington DC",-76.9973294,38.8847702,"SE","Capitol Hill",2008
"ABRA075670",2009,"locanda","633 PENNSYLVANIA AVE SE, Washington DC",-76.9973294,38.8847702,"SE","Capitol Hill",2008
"ABRA075684",2008,"mandu","1805 18TH ST NW, Washington DC",-77.041437,38.914349,"NW","Dupont Circle",2008
"ABRA075684",2009,"mandu","1805 18TH ST NW, Washington DC",-77.041437,38.914349,"NW","Dupont Circle",2008
"ABRA075684",2010,"mandu","1805 18TH ST NW, Washington DC",-77.041437,38.914349,"NW","Dupont Circle",2008
"ABRA075684",2011,"mandu","1805 18TH ST NW, Washington DC",-77.041437,38.914349,"NW","Dupont Circle",2008
"ABRA075684",2012,"mandu","1805 18TH ST NW, Washington DC",-77.041437,38.914349,"NW","Dupont Circle",2008
"ABRA075684",2013,"mandu","1805 18TH ST NW, Washington DC",-77.041437,38.914349,"NW","Dupont Circle",2008
"ABRA075684",2014,"mandu","1805 18TH ST NW, Washington DC",-77.041437,38.914349,"NW","Dupont Circle",2008
"ABRA075684",2015,"mandu","1805 18TH ST NW, Washington DC",-77.041437,38.914349,"NW","Dupont Circle",2008
"ABRA075684",2016,"mandu","1805 18TH ST NW, Washington DC",-77.041437,38.914349,"NW","Dupont Circle",2008
"ABRA075703",2008,"rugby cafe","1065 WISCONSIN AVE NW, Washington DC",-77.062161,38.904527,"NW","Waterfront Georgetown",2008
"ABRA075703",2009,"rugby cafe","1065 WISCONSIN AVE NW, Washington DC",-77.062161,38.904527,"NW","Waterfront Georgetown",2008
"ABRA075703",2010,"rugby cafe","1065 WISCONSIN AVE NW, Washington DC",-77.062161,38.904527,"NW","Waterfront Georgetown",2008
"ABRA075703",2011,"rugby cafe","1065 WISCONSIN AVE NW, Washington DC",-77.062161,38.904527,"NW","Waterfront Georgetown",2008
"ABRA075703",2012,"rugby cafe","1065 WISCONSIN AVE NW, Washington DC",-77.062161,38.904527,"NW","Waterfront Georgetown",2008
"ABRA075703",2013,"rugby cafe","1065 WISCONSIN AVE NW, Washington DC",-77.062161,38.904527,"NW","Waterfront Georgetown",2008
"ABRA075703",2014,"rugby cafe","1065 WISCONSIN AVE NW, Washington DC",-77.062161,38.904527,"NW","Waterfront Georgetown",2008
"ABRA075703",2015,"rugby cafe","1065 WISCONSIN AVE NW, Washington DC",-77.062161,38.904527,"NW","Waterfront Georgetown",2008
"ABRA075733",2012,"grace bamboo","3206 GRACE ST NW, Washington DC",-77.0631705,38.9038379,"NW","Waterfront Georgetown",2012
"ABRA075733",2013,"grace bamboo","3206 GRACE ST NW, Washington DC",-77.0631705,38.9038379,"NW","Waterfront Georgetown",2012
"ABRA075733",2014,"grace bamboo","3206 GRACE ST NW, Washington DC",-77.0631705,38.9038379,"NW","Waterfront Georgetown",2012
"ABRA075733",2015,"grace bamboo","3206 GRACE ST NW, Washington DC",-77.0631705,38.9038379,"NW","Waterfront Georgetown",2012
"ABRA075811",2008,"solly's u street tavern","1942 11TH ST NW, Washington DC",-77.0273164,38.9168523,"NW","U Street",2008
"ABRA075811",2009,"solly's u street tavern","1942 11TH ST NW, Washington DC",-77.0273164,38.9168523,"NW","U Street",2008
"ABRA075811",2010,"solly's u street tavern","1942 11TH ST NW, Washington DC",-77.0273164,38.9168523,"NW","U Street",2008
"ABRA075811",2011,"solly's u street tavern","1942 11TH ST NW, Washington DC",-77.0273164,38.9168523,"NW","U Street",2008
"ABRA075811",2012,"solly's u street tavern","1942 11TH ST NW, Washington DC",-77.0273164,38.9168523,"NW","U Street",2008
"ABRA075811",2013,"solly's u street tavern","1942 11TH ST NW, Washington DC",-77.0273164,38.9168523,"NW","U Street",2008
"ABRA075811",2014,"solly's u street tavern","1942 11TH ST NW, Washington DC",-77.0273164,38.9168523,"NW","U Street",2008
"ABRA075811",2015,"solly's u street tavern","1942 11TH ST NW, Washington DC",-77.0273164,38.9168523,"NW","U Street",2008
"ABRA075811",2016,"solly's u street tavern","1942 11TH ST NW, Washington DC",-77.0273164,38.9168523,"NW","U Street",2008
"ABRA075836",2008,"lapis","1847 COLUMBIA RD NW, Washington DC",-77.0439425,38.9213797,"NW","Kalorama Triangle",2008
"ABRA075836",2009,"lapis","1847 COLUMBIA RD NW, Washington DC",-77.0439425,38.9213797,"NW","Kalorama Triangle",2008
"ABRA075836",2010,"lapis","1847 COLUMBIA RD NW, Washington DC",-77.0439425,38.9213797,"NW","Kalorama Triangle",2008
"ABRA075836",2011,"lapis","1847 COLUMBIA RD NW, Washington DC",-77.0439425,38.9213797,"NW","Kalorama Triangle",2008
"ABRA075836",2012,"lapis","1847 COLUMBIA RD NW, Washington DC",-77.0439425,38.9213797,"NW","Kalorama Triangle",2008
"ABRA075836",2013,"lapis","1847 COLUMBIA RD NW, Washington DC",-77.0439425,38.9213797,"NW","Kalorama Triangle",2008
"ABRA075836",2014,"lapis","1847 COLUMBIA RD NW, Washington DC",-77.0439425,38.9213797,"NW","Kalorama Triangle",2008
"ABRA075836",2015,"lapis","1847 COLUMBIA RD NW, Washington DC",-77.0439425,38.9213797,"NW","Kalorama Triangle",2008
"ABRA075836",2016,"lapis","1847 COLUMBIA RD NW, Washington DC",-77.0439425,38.9213797,"NW","Kalorama Triangle",2008
